text,sentiment
@southwestair How can I refer a friend for the Southwest Credit card for points?,Neutral
@VirginAmerica trying to check-in...but looks like your site is down?,Negative
"@united I received 1 bag last night, I am still missing the other one.",Negative
@united with about 25 people trying to get on flights,Neutral
@USAirways she will be reaching out to you! HARDWORKING mom just trying to do her best!,Negative
@SouthwestAir Great job!! Looking forward to my next trip being able to use this new feature!,Positive
@SouthwestAir filing it now. Thank you for your response.,Positive
@AmericanAir I've been trying to change frm AA 2401 to LAX at 6:50am MONDAY morning then AA 2586 from LAX to FAT to flight AA 1359?#helpAA,Neutral
@USAirways Many thanks for your reply! http://t.co/6CGFv02gzb,Positive
@SouthwestAir  Your Terry is our hero.  Got my husband back thru security to retrieve his cellphone in Austin. Terry (#85832) You Rock!,Positive
@AmericanAir What's the best way to check on any delays or Cancelled Flightlations for my flight out of DFW on Tuesday?,Neutral
"@AmericanAir Where are your ticket offices in Boston? Impossible to book by phone or use voucher on website, what a headache! PLEASE HELP!",Negative
@JetBlue's CEO battles to appease passengers and Wall Street - http://t.co/uy28D1UEgX http://t.co/vJFV7KSGcQ,Positive
@VirginAmerica thank you! See y'all soon! I'm excited to see the expansion of destinations. Spread those wings!,Positive
@JetBlue Thanks for the $100 credit because of the 4hr delay. I can tell customer service means a lot to YOU #Thankful,Positive
"@eatgregeat WOW~Thx for thinking of us, Greg! Heard #SOBEWFF was amazing! We've heard the same about @JetBlue (ps thx for the info) #TeamNKH",Positive
@SouthwestAir loving the boarding to go to Chicago #KeepItMovin',Positive
@USAirways another squashed flight. Having to share my seat with another passenger is not@my idea of quality travel,Negative
@USAirways Excited that I'll be flying from Syracuse to interview in Dallas on Friday for the FA position- this is a goal &amp; dream of mine!,Positive
@united thanks we'll be in touch!,Positive
@united is z and d code airfare refundable?,Neutral
"@united: ""Left gate 5 minutes early."" 
My thoughts: ""That doesn't count if you sit on the Tarmac for a half hour."" #comeonpeople",Negative
@SouthwestAir Can a pair of tickets waiting for me after my sports practice? I live here and definitely know where that is! @Imaginedragons,Positive
@SouthwestAir That guy was the flight attendant on my last flight… he was hilarious! ☺,Positive
@united Hubby made it by the skin of his teeth!   :),Positive
@AmericanAir THANK YOU!!! 👍👍👍👍👍,Positive
@SouthwestAir Thanks for taking care of me Today!  Michele rocked the customer service! Gate 25 HOU,Positive
@AmericanAir finally called! Can't get met Seattle so refund will be processed. Thanks,Positive
@SouthwestAir thank you kindly.,Positive
@USAirways Not happy with start of trip!  Cancelled Flightled flight #poor customerservice,Negative
"@JetBlue Btw, thanks for responding quickly!!",Positive
@AmericanAir lovely flight back from MIA to LHR - great crew - thanks :-)),Positive
@VirginAmerica Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!,Positive
@VirginAmerica to jump into the Dallas-Austin market - @Dallas_News http://t.co/EwwGi97gdx,Neutral
@JetBlue offers hot tea and coffee...at the gate! You guys make me wonder why I have ever flown any other airlines! ☕✈👍,Positive
@SouthwestAir Thx Ops Agt Rich Westagard n Flight Att. Nancy @ DEN Airport.Held flight 1027 n even saved seat 4 Bus Select #CustomersFirst!,Positive
@SouthwestAir can I please go see @Imaginedragons on friday? I promise I'll only fly Southwest when going back home to NH #MHTforlife,Neutral
@SouthwestAir - Great flight from Phoenix to Dallas tonight!Great service and ON TIME! Makes @timieyancey very happy! http://t.co/TkVCMhbPim,Positive
@JetBlue I agree!!!  If only there was a frequent tweeter discount so I could fly to see more friends! 😀@Tinman2IronMan @meggersrocks,Positive
@USAirways your phone system is not working at all I have been bumped again so now I am at 3 times I need to get out of mco,Negative
@JetBlue you can do better than this. And you can do better for me and all the passengers. #flight108 jfk to pwm.,Negative
@USAirways absolutely,Neutral
"@united do u serve peanuts/nuts on yr flights yr policies r confusing contradictory advice Pls help #Anaphylaxis,will u ask those 2 refrain?",Neutral
@JetBlue False - agent let us do an extra leg room upgrade for $ but not upgrade to mint. Poor business practices. #badcustomerservice,Negative
@united Hello United. You should take care of your call center in Mexico City Office. Terrible attitude from the lady who was helping me.,Negative
@united he has no priority and Iove it,Positive
@united finally got through and they were very helpful. Appreciate it!,Positive
"@USAirways I was told a ""return call"" by a human",Negative
@united thanks again for your concern. I will contact customer care upon our return from Australia.,Neutral
@United thanks to Lea in the Chicago office for her help in switching our Cancelled Flighted flights!!,Positive
@JetBlue loves Cancelled Flightling tickets and not telling their customers #flyunited,Negative
@AmericanAir @Rizzilient I booked tickets using miles and need to change the dates.  Have been trying to get to an advantage rep 4 two days,Negative
@United to operated #B767-300ER from #Newark to #Zurich @ZRH_airport replacing B767-400ER between 6MAY-23SEP instead till 23OCT #avgeek,Neutral
@AmericanAir forgot to select my ksml on my flight to LA and it's a few minutes under the 24 hour mark. Is there any way to change it?,Neutral
@SouthwestAir 3 + hrs w/out bags being returned to us after flight 2464 Cancelled Flightled. Maybe put a couple people on it?,Negative
"@USAirways please help! No bags, no way to get through to customer service since 8AM this morning! Help!!",Negative
@USAirways I did they are busy,Negative
"@SouthwestAir took delivery of N8661A, a new Boeing 737-8H4 yesterday. http://t.co/5z9STyUQJ3 #DFW #DAL #airlines",Neutral
@USAirways No Problem - he was the only person in the airport who would help :),Positive
"@united Yeah, I tried that about 10 times for two different tickets, and it told me to ""Try again Late Flightr"".",Negative
"@SouthwestAir I use to #LUV swa but after an hour and counting on hold, for a flight they Cancelled Flighted on me? #noluv",Negative
"@USAirways @AmericanAir 90 min delay thanks to ""maintenance issues"". Thanks for wasting a day.",Negative
"@AmericanAir flight AA1119, cx to AA157. Killing my layover, still wanting breakfast. I'm hungry! Get me to DFW!",Negative
"Cool! ""@JetBlue: @hgeronemus We are 60% there and anticipate completing installation on all our A320's this year. http://t.co/sGckBopATA”",Positive
"@USAirways YOU ARE AMAZING!!! FOLLOW ME BACK, PLEASE!!!🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏",Positive
@USAirways I am so disappointed with the service I received with you on my travels to NC these past few days .. you lost my baggage twice.,Negative
@united I'll be calling tomorrow,Neutral
@SouthwestAir   I hate evolved seating. knees in the seat pocket http://t.co/forNpF69Ky,Negative
😎 RT @VirginAmerica: You’ve met your match. Got status on another airline? Upgrade (+restr): http://t.co/RHKaMx9VF5. http://t.co/PYalebgkJt,Positive
"@SouthwestAir I was under the impression when there is an 8 hour delay in your flight because of equipment failure, compensation is offered?",Neutral
"@AmericanAir but really, can you DM me on here to verify if you've booked a hotel for our extra night here? Kinda unsettling to get a call",Negative
@JetBlue we would have been up in the air by now. Now our new plane we've been redirected to has mechanical errors aka more delays 2/3,Negative
@united Thanks JT,Positive
"@AmericanAir not only did you rebook me on the wrong day, your phone system says it can't handle the volume and hangs up on me!!!",Negative
"@USAirways Gate traffic #DCA, MY flight arrived 20 early,connecting flight 2139 leaving in 23 minutes. Several of us stuck. HOLD THAT PLANE.",Negative
@united switched to fly united from delta for the past two trips and was very disappointed. Now my UA4646 on 2/23 is delayed by 3 hours!!,Negative
@USAirways thank you for the apology,Neutral
@united Just got interrogated at the United Club Chicago. #UnitedAirlines #rude #PoorForm,Neutral
@united what time should I arrive at the airport for my 6:15 am domestic flight out of San Diego?,Neutral
@USAirways I will never fly @USAirways again,Negative
@JetBlue nothing but praise for you helping our lady make her flight to CHS tonight!  #impressed,Positive
@united Flight 1640 (N33289) arrives at @FlyTPA following flight from @iah http://t.co/RvCDA2nnme,Neutral
@USAirways finally rectified my flight situation! Thanks again,Positive
@SouthwestAir Late Flightly you've always been Late Flight! Please get back to the old #SWA!!,Negative
@AmericanAir any idea why flight 5392 from HSV to DFW tomorrow Cancelled Flightled about 45 minutes ago?,Neutral
"@USAirways tough night, two 90 minute calls, on hold, delayed here in Phoenix for two days because of one aircraft not ready? Not acceptable",Negative
"@USAirways also, can you explain why, when I checked in, on the US Airways site, &amp; picked ""Standby for 1st"" I was not put on the list?",Neutral
@AmericanAir No worries. Don't blame you for weather.,Neutral
@USAirways Thanks! Sent you DM re: baggage issues.,Positive
"@USAirways @AmericanAir as a Gold Dividends member, why can't I get anyone on phone to handle my Cancelled Flighted American flight tonight 😡",Negative
@JetBlue thanks so much!! ❤️✨ very relaxing flight!,Positive
"@AmericanAir ""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/oUmC1LrXDN",Positive
@AmericanAir then taxi across dfw airport for 20 min to then state 75 min past departing from gate that we need deiced? Wow. Uncool &amp; untrue,Negative
@AmericanAir poor customer service is just unacceptable.. Also how bout the surfer on the front of your website. #noloveforsurfers #pretend,Negative
